OBJECTID,location_id,address_primary,city,state,zip,Challenge_Potential_Served,Uniti_availability
881035,1029586469,6541 N COUNTY ROAD 600 W,SAINT PAUL,IN,47272,TRUE,
881036,1029586486,6515 N COUNTY ROAD 600 W,SAINT PAUL,IN,47272,TRUE,
881037,1029586487,6471 N COUNTY ROAD 600 W,SAINT PAUL,IN,47272,TRUE,
881040,1029596901,6573 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881041,1029596902,6565 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881042,1029596903,6551 N COUNTY ROAD 600 W,SAINT PAUL,IN,47272,TRUE,
881188,1029586480,6716 W COUNTY ROAD 700 N,SAINT PAUL,IN,47272,TRUE,
881189,1029586516,6773 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881190,1029586518,6595 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881191,1029597317,6585 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881192,1029586499,6067 N OLD US HIGHWAY 421 BLDG 2,SAINT PAUL,IN,47272,TRUE,
881193,1029586794,5197 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881195,1029586498,6139 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
881198,1029586489,6724 N COUNTY ROAD 650 W,SAINT PAUL,IN,47272,TRUE,
881199,1029596090,6710 W COUNTY RD 650 N,GREENSBURG,IN,47240,TRUE,
881200,1029586490,6598 W COUNTY ROAD 650 N,SAINT PAUL,IN,47272,TRUE,
881201,1029586491,6716 N COUNTY ROAD 650 W,GREENSBURG,IN,47240,TRUE,
882139,1029586505,6823 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882140,1029586508,6813 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882141,1029586511,6803 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882142,1029586512,6799 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882143,1029586513,6789 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882144,1029586514,6783 N OLD US HIGHWAY 421,SAINT PAUL,IN,47272,TRUE,
882145,1029586526,6711 W COUNTY ROAD 650 N,SAINT PAUL,IN,47272,TRUE,
882146,1029603050,6706 W COUNTY ROAD 650 N,SAINT PAUL,IN,47272,TRUE,
882290,1029597607,9397 E COUNTY ROAD 300 S BLDG 5,GREENSBURG,IN,47240,TRUE,
882293,1029591912,3254 S COUNTY ROAD 850 E,GREENSBURG,IN,47240,TRUE,
882294,1029591909,8998 E COUNTY ROAD 350 S,GREENSBURG,IN,47240,TRUE,
882295,1029591922,8954 S COUNTY ROAD 850 E,GREENSBURG,IN,47240,TRUE,
882296,1029591918,8780 E COUNTY ROAD 350 S BLDG 2,GREENSBURG,IN,47240,TRUE,
882297,1029591923,8780 E COUNTY ROAD 350 S,GREENSBURG,IN,47240,TRUE,
882298,1029591924,3182 S COUNTY ROAD 850 E,GREENSBURG,IN,47240,TRUE,
882299,1029591925,3156 S COUNTY ROAD 850 E,GREENSBURG,IN,47240,TRUE,
882300,1029597522,3156 S COUNTY ROAD 850 E BLDG 2,GREENSBURG,IN,47240,TRUE,
882692,1029596338,7083 E COUNTY ROAD 400 S,GREENSBURG,IN,47240,TRUE,
882693,1029597397,7421 E COUNTY ROAD 400 S BLDG 2,GREENSBURG,IN,47240,TRUE,
882780,1029589393,4811 S COUNTY ROAD 800 E,GREENSBURG,IN,47240,TRUE,
882782,1029597401,4586 S COUNTY ROAD 700 E BLDG 2,GREENSBURG,IN,47240,TRUE,
882783,1029598956,4670 S COUNTY ROAD 700 E,GREENSBURG,IN,47240,TRUE,
882784,1029596542,4373 S COUNTY ROAD 700 E,GREENSBURG,IN,47240,TRUE,
882786,1029591929,7939 COUNTY ROAD 800 E,GREENSBURG,IN,47240,TRUE,
885099,1144684705,8147 N BASELINE RD,OSGOOD,IN,47037,TRUE,
885264,1029596110,9271 E COUNTY ROAD 300 S,GREENSBURG,IN,47240,TRUE,
885434,1029591908,9029 E COUNTY ROAD 300 S,GREENSBURG,IN,47240,TRUE,
885873,1029590182,21990 E COUNTY ROAD 700 N,GREENSBURG,IN,47240,TRUE,
886051,1029590172,10521 W COUNTY ROAD 100 S,HOPE,IN,47246,TRUE,
886052,1029590175,10461 W COUNTY ROAD 100 S,HOPE,IN,47246,TRUE,
886053,1029590176,10483 W COUNTY ROAD 100 S,HOPE,IN,47246,TRUE,
886054,1029590177,10493 W COUNTY ROAD 100 S,HOPE,IN,47246,TRUE,
887534,1029590186,10503 W COUNTY LINE S,GREENSBURG,IN,47240,TRUE,
887536,1029590178,10867 W COUNTY LINE S,GREENSBURG,IN,47240,TRUE,
887748,1029587082,4484 N COUNTY ROAD 520 W,SAINT PAUL,IN,47272,TRUE,
887749,1029587081,4242 N COUNTY ROAD 520 W,SAINT PAUL,IN,47272,TRUE,
887750,1413405506,4642 N COUNTY ROAD 520 W,GREENSBURG,IN,47240,TRUE,
887754,1029589161,3043 N COUNTY ROAD 430 W,GREENSBURG,IN,47240,TRUE,
887755,1029589164,3067 N COUNTY ROAD 430 W,GREENSBURG,IN,47240,TRUE,
887896,1029589173,4520 W COUNTY ROAD 300 N,GREENSBURG,IN,47240,TRUE,
887897,1029589557,4542 W COUNTY ROAD 300 N,GREENSBURG,IN,47240,TRUE,
887898,1029589601,4417 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
887899,1029589602,4399 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
887900,1029596562,4431 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
887901,1029589598,3115 N COUNTY ROAD 425 W BLDG 2,GREENSBURG,IN,47240,TRUE,
887902,1029589599,4274 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
887903,1029603311,4362 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
888066,1029589556,4572 W COUNTY ROAD 300 N,GREENSBURG,IN,47240,TRUE,
888762,1029597363,4400 W COUNTY ROAD 310 N,GREENSBURG,IN,47240,TRUE,
888763,1029588769,3301 N COUNTY ROAD 430 W,GREENSBURG,IN,47240,TRUE,
888824,1111432102,6595 E 550 S,WALDRON,IN,46182,TRUE,
888904,1029589176,3197 N COUNTY ROAD 435 W,GREENSBURG,IN,47240,TRUE,
888905,1029589508,3315 1ST ST,GREENSBURG,IN,47240,TRUE,
